OrderID,OrderDate,ShipDate,CustomerID,ProductID,RegionID,SalesChannel,PaymentMethod,Quantity,UnitPrice,Discount,TotalSales,TotalCost,TotalProfit
ORD-2023-03489,2023-05-28,2023-05-31,CUST-0166,PRD-007,R103,In-Store,Bank Transfer,2,129,0,258,110,148
ORD-2023-01154,2023-05-29,2023-06-01,CUST-0082,PRD-025,R105,Online,Cash,3,620,0.05,1767,870,897
ORD-2023-01885,2023-05-29,2023-06-02,CUST-0089,PRD-012,R101,Distributor,Credit Card,3,199,0,597,270,327
ORD-2023-02271,2023-05-29,2023-05-30,CUST-0121,PRD-011,R107,Online,Cash,6,499,0.05,2844.3,1560,1284.3
ORD-2023-02306,2023-05-29,2023-05-31,CUST-0064,PRD-006,R105,Distributor,PayPal,5,89,0.15,378.25,175,203.25
ORD-2023-02665,2023-05-29,2023-05-30,CUST-0032,PRD-007,R104,Online,Bank Transfer,4,129,0.2,412.8,220,192.8
ORD-2023-02678,2023-05-29,2023-06-03,CUST-0053,PRD-012,R103,Online,Credit Card,2,199,0,398,180,218
ORD-2023-02689,2023-05-29,2023-06-03,CUST-0184,PRD-022,R105,Online,Bank Transfer,6,450,0,2700,1260,1440
ORD-2023-01434,2023-05-30,2023-06-03,CUST-0121,PRD-013,R101,Online,PayPal,4,28,0.05,106.4,56,50.4
ORD-2023-01684,2023-05-30,2023-06-03,CUST-0137,PRD-017,R107,Online,Bank Transfer,3,139,0.1,375.3,195,180.3
ORD-2023-01809,2023-05-30,2023-06-04,CUST-0020,PRD-018,R102,Online,Credit Card,6,85,0,510,240,270
ORD-2023-01828,2023-05-30,2023-06-03,CUST-0177,PRD-023,R103,Online,Cash,3,149,0.1,402.3,195,207.3
ORD-2023-03455,2023-05-30,2023-06-03,CUST-0084,PRD-026,R105,Distributor,Credit Card,6,210,0,1260,570,690
ORD-2023-02027,2023-05-31,2023-06-05,CUST-0151,PRD-024,R108,In-Store,Bank Transfer,5,549,0,2745,1200,1545
ORD-2023-03173,2023-05-31,2023-06-01,CUST-0078,PRD-023,R101,In-Store,PayPal,6,149,0,894,390,504
ORD-2023-00846,2023-06-01,2023-06-06,CUST-0191,PRD-020,R106,Online,PayPal,4,230,0,920,440,480
ORD-2023-00943,2023-06-01,2023-06-05,CUST-0150,PRD-018,R101,Distributor,PayPal,6,85,0,510,240,270
ORD-2023-01207,2023-06-01,2023-06-04,CUST-0152,PRD-014,R104,Online,PayPal,2,22,0.05,41.8,16,25.8
ORD-2023-02236,2023-06-01,2023-06-02,CUST-0136,PRD-004,R108,Online,Bank Transfer,2,2199,0,4398,2800,1598
ORD-2023-02624,2023-06-01,2023-06-04,CUST-0240,PRD-027,R102,In-Store,Bank Transfer,6,260,0.05,1482,690,792
ORD-2023-02784,2023-06-01,2023-06-05,CUST-0197,PRD-019,R101,Online,Cash,3,175,0,525,225,300
ORD-2023-03425,2023-06-01,2023-06-06,CUST-0102,PRD-015,R104,Distributor,Bank Transfer,3,15,0.05,42.75,15,27.75
ORD-2023-03462,2023-06-01,2023-06-04,CUST-0049,PRD-021,R105,Distributor,Cash,4,289,0.1,1040.4,480,560.4
ORD-2023-00548,2023-06-02,2023-06-06,CUST-0241,PRD-020,R105,Distributor,PayPal,2,230,0,460,220,240
ORD-2023-01038,2023-06-02,2023-06-07,CUST-0070,PRD-005,R106,Online,Bank Transfer,4,39,0,156,60,96
ORD-2023-01361,2023-06-02,2023-06-06,CUST-0066,PRD-014,R103,In-Store,PayPal,6,22,0.1,118.8,48,70.8
ORD-2023-00372,2023-06-03,2023-06-07,CUST-0202,PRD-017,R106,Distributor,PayPal,2,139,0,278,130,148
ORD-2023-01912,2023-06-03,2023-06-06,CUST-0141,PRD-012,R102,Online,Credit Card,5,199,0,995,450,545
ORD-2023-02673,2023-06-03,2023-06-08,CUST-0245,PRD-015,R108,In-Store,Credit Card,2,15,0.2,24,10,14
ORD-2023-00635,2023-06-04,2023-06-07,CUST-0204,PRD-014,R108,Distributor,PayPal,5,22,0.15,93.5,40,53.5
ORD-2023-02928,2023-06-04,2023-06-09,CUST-0133,PRD-003,R106,Online,Cash,1,749,0,749,480,269
ORD-2023-02190,2023-06-05,2023-06-10,CUST-0154,PRD-013,R106,In-Store,Bank Transfer,6,28,0.05,159.6,84,75.6
ORD-2023-02250,2023-06-05,2023-06-07,CUST-0151,PRD-006,R107,Distributor,Bank Transfer,1,89,0.15,75.65,35,40.65
ORD-2023-00108,2023-06-06,2023-06-09,CUST-0230,PRD-002,R101,Online,PayPal,1,1699,0,1699,1100,599
ORD-2023-00339,2023-06-06,2023-06-11,CUST-0213,PRD-026,R106,Distributor,Cash,3,210,0.05,598.5,285,313.5
ORD-2023-01215,2023-06-06,2023-06-09,CUST-0089,PRD-011,R101,Distributor,PayPal,4,499,0,1996,1040,956
ORD-2023-03320,2023-06-06,2023-06-07,CUST-0210,PRD-017,R105,In-Store,Cash,2,139,0.05,264.1,130,134.1
ORD-2023-03375,2023-06-06,2023-06-07,CUST-0092,PRD-009,R107,Distributor,Bank Transfer,5,329,0.15,1398.25,900,498.25
ORD-2023-01788,2023-06-07,2023-06-11,CUST-0146,PRD-014,R106,Distributor,Bank Transfer,1,22,0,22,8,14
ORD-2023-02406,2023-06-07,2023-06-08,CUST-0201,PRD-014,R105,Distributor,PayPal,1,22,0.15,18.7,8,10.7
ORD-2023-02931,2023-06-07,2023-06-10,CUST-0245,PRD-028,R106,Distributor,Bank Transfer,6,135,0,810,360,450
ORD-2023-00895,2023-06-08,2023-06-12,CUST-0193,PRD-008,R105,Distributor,Credit Card,3,49,0.05,139.65,54,85.65
ORD-2023-01414,2023-06-08,2023-06-10,CUST-0001,PRD-001,R107,Distributor,PayPal,4,999,0,3996,2600,1396
ORD-2023-03128,2023-06-08,2023-06-10,CUST-0166,PRD-009,R106,Online,Cash,2,329,0.2,526.4,360,166.4
ORD-2023-00672,2023-06-09,2023-06-13,CUST-0201,PRD-009,R108,Online,Cash,2,329,0,658,360,298
ORD-2023-00745,2023-06-09,2023-06-10,CUST-0192,PRD-015,R105,Distributor,Cash,5,15,0.05,71.25,25,46.25
ORD-2023-01642,2023-06-09,2023-06-11,CUST-0115,PRD-006,R103,In-Store,Cash,1,89,0,89,35,54
ORD-2023-02819,2023-06-09,2023-06-13,CUST-0113,PRD-012,R101,Distributor,Bank Transfer,5,199,0,995,450,545
ORD-2023-02338,2023-06-10,2023-06-13,CUST-0176,PRD-024,R104,In-Store,Bank Transfer,5,549,0.05,2607.75,1200,1407.75
ORD-2023-01032,2023-06-11,2023-06-13,CUST-0202,PRD-020,R101,Distributor,PayPal,5,230,0,1150,550,600
ORD-2023-01739,2023-06-11,2023-06-14,CUST-0154,PRD-025,R108,In-Store,PayPal,1,620,0.15,527,290,237
ORD-2023-02886,2023-06-11,2023-06-12,CUST-0181,PRD-020,R106,Online,Credit Card,3,230,0.2,552,330,222
ORD-2023-00234,2023-06-12,2023-06-13,CUST-0139,PRD-023,R104,In-Store,Credit Card,3,149,0.1,402.3,195,207.3
ORD-2023-00309,2023-06-12,2023-06-16,CUST-0225,PRD-021,R101,Distributor,Bank Transfer,3,289,0.05,823.65,360,463.65
ORD-2023-03480,2023-06-12,2023-06-16,CUST-0038,PRD-006,R101,Online,PayPal,3,89,0.15,226.95,105,121.95
ORD-2023-01360,2023-06-13,2023-06-15,CUST-0112,PRD-002,R104,Distributor,Credit Card,2,1699,0,3398,2200,1198
ORD-2023-02881,2023-06-13,2023-06-14,CUST-0086,PRD-025,R102,In-Store,PayPal,4,620,0.1,2232,1160,1072
ORD-2023-00829,2023-06-14,2023-06-18,CUST-0146,PRD-007,R108,In-Store,PayPal,3,129,0,387,165,222
ORD-2023-01255,2023-06-14,2023-06-16,CUST-0227,PRD-025,R106,In-Store,PayPal,6,620,0.05,3534,1740,1794
ORD-2023-01609,2023-06-14,2023-06-18,CUST-0145,PRD-025,R105,In-Store,Credit Card,6,620,0,3720,1740,1980
ORD-2023-01996,2023-06-14,2023-06-19,CUST-0007,PRD-015,R103,In-Store,Credit Card,5,15,0,75,25,50
ORD-2023-01604,2023-06-15,2023-06-17,CUST-0078,PRD-005,R108,Distributor,Credit Card,2,39,0,78,30,48
ORD-2023-02827,2023-06-15,2023-06-20,CUST-0200,PRD-018,R102,In-Store,PayPal,5,85,0.1,382.5,200,182.5
ORD-2023-02903,2023-06-15,2023-06-18,CUST-0113,PRD-011,R101,In-Store,PayPal,2,499,0.05,948.1,520,428.1
ORD-2023-03491,2023-06-15,2023-06-19,CUST-0047,PRD-009,R103,Online,PayPal,4,329,0.05,1250.2,720,530.2
ORD-2023-00305,2023-06-16,2023-06-17,CUST-0190,PRD-012,R104,Distributor,Bank Transfer,4,199,0.05,756.2,360,396.2
ORD-2023-00541,2023-06-17,2023-06-20,CUST-0018,PRD-018,R107,Distributor,Bank Transfer,3,85,0.05,242.25,120,122.25
ORD-2023-01799,2023-06-17,2023-06-21,CUST-0169,PRD-027,R108,Distributor,PayPal,1,260,0.05,247,115,132
ORD-2023-02092,2023-06-17,2023-06-18,CUST-0086,PRD-020,R103,Online,Credit Card,4,230,0.05,874,440,434
ORD-2023-02302,2023-06-17,2023-06-22,CUST-0020,PRD-012,R106,Distributor,PayPal,1,199,0.15,169.15,90,79.15
ORD-2023-03036,2023-06-17,2023-06-22,CUST-0241,PRD-007,R104,Distributor,Credit Card,1,129,0.05,122.55,55,67.55
ORD-2023-03449,2023-06-17,2023-06-21,CUST-0203,PRD-020,R104,Distributor,Cash,2,230,0,460,220,240
ORD-2023-00194,2023-06-18,2023-06-20,CUST-0071,PRD-001,R103,Online,PayPal,5,999,0.05,4745.25,3250,1495.25
ORD-2023-00217,2023-06-18,2023-06-20,CUST-0212,PRD-023,R107,Online,PayPal,4,149,0.05,566.2,260,306.2
ORD-2023-01128,2023-06-18,2023-06-21,CUST-0219,PRD-016,R101,Online,PayPal,2,24,0.2,38.4,18,20.4
ORD-2023-02437,2023-06-18,2023-06-20,CUST-0058,PRD-010,R101,Distributor,Credit Card,6,799,0,4794,2520,2274
ORD-2023-01377,2023-06-19,2023-06-20,CUST-0057,PRD-021,R107,Online,Cash,1,289,0.1,260.1,120,140.1
ORD-2023-01133,2023-06-20,2023-06-21,CUST-0016,PRD-023,R107,In-Store,Bank Transfer,3,149,0.15,379.95,195,184.95
ORD-2023-01659,2023-06-21,2023-06-25,CUST-0072,PRD-015,R107,Distributor,Credit Card,3,15,0.1,40.5,15,25.5
ORD-2023-01923,2023-06-21,2023-06-22,CUST-0117,PRD-028,R107,Online,PayPal,1,135,0.05,128.25,60,68.25
ORD-2023-02150,2023-06-21,2023-06-23,CUST-0137,PRD-015,R107,Distributor,Bank Transfer,6,15,0.2,72,30,42
ORD-2023-03151,2023-06-21,2023-06-22,CUST-0125,PRD-010,R104,Online,Bank Transfer,2,799,0,1598,840,758
ORD-2023-00642,2023-06-22,2023-06-25,CUST-0228,PRD-025,R107,In-Store,PayPal,5,620,0.05,2945,1450,1495
ORD-2023-02438,2023-06-22,2023-06-26,CUST-0152,PRD-009,R106,Online,Credit Card,2,329,0.05,625.1,360,265.1
ORD-2023-03369,2023-06-22,2023-06-25,CUST-0009,PRD-001,R108,In-Store,Cash,5,999,0.15,4245.75,3250,995.75
ORD-2023-00362,2023-06-23,2023-06-25,CUST-0042,PRD-012,R108,Online,Bank Transfer,3,199,0,597,270,327
ORD-2023-01527,2023-06-23,2023-06-24,CUST-0074,PRD-010,R108,Online,Credit Card,5,799,0.2,3196,2100,1096
ORD-2023-01608,2023-06-23,2023-06-28,CUST-0013,PRD-026,R102,In-Store,Cash,6,210,0,1260,570,690
ORD-2023-00758,2023-06-24,2023-06-27,CUST-0125,PRD-024,R107,In-Store,Credit Card,3,549,0,1647,720,927
ORD-2023-01573,2023-06-25,2023-06-30,CUST-0224,PRD-026,R103,Online,Cash,2,210,0.1,378,190,188
ORD-2023-03139,2023-06-25,2023-06-27,CUST-0186,PRD-006,R107,In-Store,PayPal,2,89,0,178,70,108
ORD-2023-03270,2023-06-25,2023-06-30,CUST-0184,PRD-026,R108,In-Store,Cash,2,210,0.05,399,190,209
ORD-2023-00552,2023-06-26,2023-06-27,CUST-0206,PRD-020,R102,Distributor,Cash,5,230,0.1,1035,550,485
ORD-2023-01915,2023-06-26,2023-06-27,CUST-0183,PRD-022,R105,Online,Cash,5,450,0.05,2137.5,1050,1087.5
ORD-2023-02203,2023-06-26,2023-06-29,CUST-0104,PRD-018,R107,Online,PayPal,5,85,0.15,361.25,200,161.25
ORD-2023-02339,2023-06-26,2023-06-27,CUST-0037,PRD-008,R103,Online,Cash,3,49,0.05,139.65,54,85.65
ORD-2023-02714,2023-06-26,2023-06-30,CUST-0205,PRD-015,R103,Distributor,Cash,4,15,0,60,20,40
ORD-2023-02969,2023-06-26,2023-07-01,CUST-0048,PRD-001,R102,In-Store,Cash,5,999,0,4995,3250,1745
ORD-2023-03338,2023-06-26,2023-06-27,CUST-0135,PRD-012,R102,In-Store,Bank Transfer,1,199,0,199,90,109
ORD-2023-00583,2023-06-27,2023-07-01,CUST-0230,PRD-026,R106,Distributor,Bank Transfer,4,210,0.2,672,380,292
ORD-2023-02563,2023-06-27,2023-07-02,CUST-0127,PRD-004,R102,In-Store,PayPal,2,2199,0.1,3958.2,2800,1158.2
ORD-2023-01253,2023-06-28,2023-06-30,CUST-0031,PRD-003,R106,In-Store,Cash,3,749,0.1,2022.3,1440,582.3
ORD-2023-01454,2023-06-28,2023-07-01,CUST-0034,PRD-026,R105,In-Store,Bank Transfer,3,210,0.15,535.5,285,250.5
ORD-2023-01950,2023-06-28,2023-07-03,CUST-0072,PRD-024,R104,In-Store,Bank Transfer,5,549,0.2,2196,1200,996
ORD-2023-02916,2023-06-28,2023-07-03,CUST-0091,PRD-010,R101,In-Store,Cash,6,799,0.05,4554.3,2520,2034.3
ORD-2023-03400,2023-06-28,2023-06-30,CUST-0244,PRD-004,R108,In-Store,PayPal,6,2199,0,13194,8400,4794
ORD-2023-01478,2023-06-29,2023-07-02,CUST-0207,PRD-010,R104,In-Store,Cash,6,799,0.05,4554.3,2520,2034.3
ORD-2023-03105,2023-06-29,2023-07-03,CUST-0231,PRD-026,R108,Distributor,Cash,6,210,0,1260,570,690
ORD-2023-00731,2023-06-30,2023-07-02,CUST-0032,PRD-027,R108,Online,PayPal,2,260,0.15,442,230,212
ORD-2023-01045,2023-06-30,2023-07-04,CUST-0181,PRD-021,R102,Distributor,Cash,4,289,0.05,1098.2,480,618.2
ORD-2023-02126,2023-06-30,2023-07-02,CUST-0010,PRD-008,R107,In-Store,Bank Transfer,1,49,0,49,18,31
ORD-2023-00566,2023-07-01,2023-07-04,CUST-0042,PRD-015,R101,Online,Credit Card,3,15,0.2,36,15,21
ORD-2023-01332,2023-07-01,2023-07-05,CUST-0249,PRD-005,R107,In-Store,Credit Card,2,39,0.05,74.1,30,44.1
ORD-2023-01690,2023-07-01,2023-07-06,CUST-0139,PRD-023,R105,Distributor,Credit Card,3,149,0,447,195,252
ORD-2023-01871,2023-07-01,2023-07-06,CUST-0097,PRD-015,R107,In-Store,Credit Card,1,15,0.05,14.25,5,9.25
ORD-2023-01954,2023-07-01,2023-07-02,CUST-0036,PRD-007,R104,Online,Cash,3,129,0,387,165,222
ORD-2023-02623,2023-07-01,2023-07-05,CUST-0089,PRD-008,R107,Distributor,Cash,3,49,0.2,117.6,54,63.6
ORD-2023-03296,2023-07-01,2023-07-06,CUST-0090,PRD-025,R101,Distributor,Bank Transfer,6,620,0,3720,1740,1980
ORD-2023-03494,2023-07-01,2023-07-06,CUST-0080,PRD-020,R106,Distributor,Bank Transfer,2,230,0,460,220,240
ORD-2023-00629,2023-07-02,2023-07-06,CUST-0076,PRD-003,R107,Online,PayPal,2,749,0,1498,960,538
ORD-2023-01472,2023-07-02,2023-07-04,CUST-0220,PRD-014,R105,In-Store,Bank Transfer,1,22,0.2,17.6,8,9.6
ORD-2023-02045,2023-07-02,2023-07-03,CUST-0231,PRD-008,R108,Distributor,Credit Card,3,49,0,147,54,93
ORD-2023-00226,2023-07-03,2023-07-08,CUST-0227,PRD-010,R102,In-Store,Bank Transfer,2,799,0,1598,840,758
ORD-2023-01161,2023-07-03,2023-07-04,CUST-0033,PRD-013,R108,Distributor,Cash,5,28,0,140,70,70
ORD-2023-01536,2023-07-03,2023-07-06,CUST-0242,PRD-007,R103,Online,Cash,3,129,0,387,165,222
ORD-2023-01557,2023-07-03,2023-07-05,CUST-0065,PRD-028,R102,Distributor,Cash,4,135,0.2,432,240,192
ORD-2023-00356,2023-07-04,2023-07-07,CUST-0113,PRD-023,R106,Online,Bank Transfer,1,149,0.1,134.1,65,69.1
ORD-2023-01599,2023-07-04,2023-07-07,CUST-0071,PRD-022,R103,Distributor,Bank Transfer,6,450,0.2,2160,1260,900
ORD-2023-01881,2023-07-04,2023-07-08,CUST-0086,PRD-021,R105,Distributor,Credit Card,5,289,0.1,1300.5,600,700.5
ORD-2023-00825,2023-07-05,2023-07-07,CUST-0011,PRD-025,R104,Online,Bank Transfer,4,620,0,2480,1160,1320
ORD-2023-01566,2023-07-05,2023-07-10,CUST-0085,PRD-004,R107,Distributor,PayPal,3,2199,0,6597,4200,2397
ORD-2023-03478,2023-07-05,2023-07-10,CUST-0128,PRD-012,R105,In-Store,Credit Card,5,199,0.2,796,450,346
ORD-2023-00521,2023-07-06,2023-07-08,CUST-0048,PRD-021,R108,Distributor,Credit Card,6,289,0,1734,720,1014
ORD-2023-01118,2023-07-06,2023-07-08,CUST-0163,PRD-002,R107,Online,Credit Card,2,1699,0.05,3228.1,2200,1028.1
ORD-2023-02739,2023-07-06,2023-07-10,CUST-0004,PRD-006,R102,In-Store,Cash,5,89,0.15,378.25,175,203.25
ORD-2023-02842,2023-07-06,2023-07-11,CUST-0203,PRD-023,R102,Distributor,Cash,4,149,0.2,476.8,260,216.8
ORD-2023-03336,2023-07-06,2023-07-11,CUST-0206,PRD-008,R106,In-Store,Bank Transfer,1,49,0.05,46.55,18,28.55
ORD-2023-00345,2023-07-07,2023-07-11,CUST-0183,PRD-022,R103,Distributor,Bank Transfer,4,450,0,1800,840,960
ORD-2023-00360,2023-07-08,2023-07-11,CUST-0071,PRD-003,R105,Distributor,Cash,5,749,0.1,3370.5,2400,970.5
ORD-2023-02394,2023-07-08,2023-07-11,CUST-0221,PRD-006,R101,In-Store,Cash,5,89,0.05,422.75,175,247.75
ORD-2023-02529,2023-07-08,2023-07-10,CUST-0087,PRD-025,R104,Distributor,Bank Transfer,3,620,0.2,1488,870,618
ORD-2023-02644,2023-07-08,2023-07-13,CUST-0132,PRD-023,R102,Online,Cash,1,149,0,149,65,84
ORD-2023-00961,2023-07-09,2023-07-10,CUST-0024,PRD-015,R105,Online,PayPal,3,15,0.05,42.75,15,27.75
ORD-2023-02417,2023-07-09,2023-07-13,CUST-0049,PRD-005,R104,In-Store,Bank Transfer,3,39,0.05,111.15,45,66.15
ORD-2023-00152,2023-07-10,2023-07-12,CUST-0192,PRD-012,R104,Distributor,PayPal,3,199,0.05,567.15,270,297.15
ORD-2023-01464,2023-07-10,2023-07-11,CUST-0073,PRD-022,R104,In-Store,Credit Card,3,450,0,1350,630,720
ORD-2023-02185,2023-07-10,2023-07-14,CUST-0243,PRD-008,R108,Distributor,Cash,2,49,0.2,78.4,36,42.4
ORD-2023-02466,2023-07-10,2023-07-13,CUST-0133,PRD-016,R101,Online,Credit Card,6,24,0,144,54,90
ORD-2023-02498,2023-07-10,2023-07-15,CUST-0242,PRD-011,R106,Online,Bank Transfer,3,499,0.15,1272.45,780,492.45
ORD-2023-02874,2023-07-10,2023-07-12,CUST-0226,PRD-026,R106,Distributor,PayPal,5,210,0.1,945,475,470
ORD-2023-01946,2023-07-11,2023-07-15,CUST-0069,PRD-016,R101,Online,PayPal,1,24,0.1,21.6,9,12.6
ORD-2023-03023,2023-07-11,2023-07-15,CUST-0034,PRD-028,R103,In-Store,Credit Card,2,135,0.05,256.5,120,136.5
ORD-2023-00128,2023-07-12,2023-07-16,CUST-0017,PRD-009,R103,Distributor,Credit Card,6,329,0.1,1776.6,1080,696.6
ORD-2023-02311,2023-07-12,2023-07-14,CUST-0027,PRD-011,R105,In-Store,Cash,2,499,0.05,948.1,520,428.1
ORD-2023-01695,2023-07-13,2023-07-18,CUST-0237,PRD-008,R102,Online,PayPal,5,49,0.05,232.75,90,142.75
ORD-2023-01211,2023-07-15,2023-07-17,CUST-0107,PRD-013,R105,Online,Credit Card,4,28,0,112,56,56
ORD-2023-03014,2023-07-15,2023-07-18,CUST-0024,PRD-026,R107,Distributor,PayPal,3,210,0.05,598.5,285,313.5
ORD-2023-03267,2023-07-15,2023-07-17,CUST-0079,PRD-027,R108,In-Store,Cash,4,260,0,1040,460,580
ORD-2023-00580,2023-07-16,2023-07-21,CUST-0231,PRD-020,R104,In-Store,PayPal,1,230,0.2,184,110,74
ORD-2023-01754,2023-07-16,2023-07-19,CUST-0226,PRD-025,R106,Distributor,PayPal,2,620,0,1240,580,660
ORD-2023-03078,2023-07-16,2023-07-17,CUST-0187,PRD-001,R107,In-Store,Bank Transfer,2,999,0,1998,1300,698
ORD-2023-00232,2023-07-17,2023-07-20,CUST-0008,PRD-014,R102,Online,Credit Card,5,22,0.05,104.5,40,64.5
ORD-2023-01394,2023-07-17,2023-07-22,CUST-0011,PRD-003,R101,Distributor,Cash,2,749,0,1498,960,538
ORD-2023-01409,2023-07-17,2023-07-20,CUST-0108,PRD-002,R102,Online,Cash,1,1699,0,1699,1100,599
ORD-2023-01660,2023-07-17,2023-07-19,CUST-0128,PRD-009,R105,In-Store,Credit Card,1,329,0,329,180,149
ORD-2023-02774,2023-07-17,2023-07-20,CUST-0159,PRD-013,R101,Distributor,Credit Card,5,28,0.15,119,70,49
ORD-2023-00477,2023-07-18,2023-07-19,CUST-0049,PRD-012,R108,Online,PayPal,4,199,0,796,360,436
ORD-2023-01072,2023-07-19,2023-07-24,CUST-0001,PRD-015,R104,In-Store,Credit Card,5,15,0.15,63.75,25,38.75
ORD-2023-01687,2023-07-19,2023-07-21,CUST-0091,PRD-015,R104,Distributor,Cash,3,15,0.15,38.25,15,23.25
ORD-2023-01861,2023-07-19,2023-07-23,CUST-0116,PRD-020,R105,In-Store,PayPal,6,230,0,1380,660,720
ORD-2023-00992,2023-07-20,2023-07-24,CUST-0080,PRD-019,R107,Online,Credit Card,3,175,0,525,225,300
ORD-2023-01977,2023-07-20,2023-07-24,CUST-0172,PRD-027,R103,Online,Bank Transfer,6,260,0.05,1482,690,792
ORD-2023-02970,2023-07-20,2023-07-24,CUST-0142,PRD-023,R107,Distributor,PayPal,5,149,0,745,325,420
ORD-2023-01447,2023-07-21,2023-07-24,CUST-0121,PRD-006,R107,In-Store,Credit Card,1,89,0,89,35,54
ORD-2023-03008,2023-07-21,2023-07-22,CUST-0151,PRD-006,R102,Distributor,PayPal,4,89,0,356,140,216
ORD-2023-03309,2023-07-21,2023-07-26,CUST-0117,PRD-026,R102,Online,PayPal,1,210,0.1,189,95,94
ORD-2023-01126,2023-07-22,2023-07-24,CUST-0014,PRD-023,R104,In-Store,PayPal,1,149,0,149,65,84
ORD-2023-01268,2023-07-22,2023-07-27,CUST-0155,PRD-011,R103,Distributor,Credit Card,1,499,0.15,424.15,260,164.15
ORD-2023-01712,2023-07-22,2023-07-25,CUST-0096,PRD-012,R102,Distributor,Credit Card,5,199,0.1,895.5,450,445.5
ORD-2023-02211,2023-07-22,2023-07-27,CUST-0023,PRD-004,R107,In-Store,Credit Card,1,2199,0,2199,1400,799
ORD-2023-02413,2023-07-22,2023-07-26,CUST-0227,PRD-018,R108,Distributor,PayPal,6,85,0.05,484.5,240,244.5
ORD-2023-03048,2023-07-22,2023-07-27,CUST-0130,PRD-023,R101,In-Store,Credit Card,1,149,0.05,141.55,65,76.55
ORD-2023-03137,2023-07-22,2023-07-24,CUST-0020,PRD-024,R101,In-Store,Cash,1,549,0.2,439.2,240,199.2
ORD-2023-00877,2023-07-23,2023-07-26,CUST-0027,PRD-002,R105,In-Store,Credit Card,1,1699,0.05,1614.05,1100,514.05
ORD-2023-01607,2023-07-23,2023-07-26,CUST-0006,PRD-005,R105,Online,Cash,1,39,0.2,31.2,15,16.2
ORD-2023-02219,2023-07-23,2023-07-24,CUST-0060,PRD-015,R103,Online,PayPal,2,15,0,30,10,20
ORD-2023-00411,2023-07-24,2023-07-28,CUST-0165,PRD-001,R107,Online,PayPal,5,999,0,4995,3250,1745
ORD-2023-00582,2023-07-24,2023-07-26,CUST-0014,PRD-001,R101,In-Store,Credit Card,2,999,0,1998,1300,698
ORD-2023-00762,2023-07-24,2023-07-27,CUST-0023,PRD-020,R104,Online,Credit Card,1,230,0.05,218.5,110,108.5
ORD-2023-01186,2023-07-24,2023-07-29,CUST-0220,PRD-012,R101,In-Store,Bank Transfer,3,199,0.2,477.6,270,207.6
ORD-2023-03439,2023-07-24,2023-07-26,CUST-0116,PRD-019,R103,Distributor,PayPal,5,175,0,875,375,500
ORD-2023-01098,2023-07-25,2023-07-30,CUST-0213,PRD-027,R101,Online,Credit Card,3,260,0,780,345,435
ORD-2023-01193,2023-07-25,2023-07-27,CUST-0208,PRD-016,R103,In-Store,Credit Card,5,24,0.15,102,45,57
ORD-2023-01771,2023-07-26,2023-07-30,CUST-0241,PRD-009,R107,In-Store,PayPal,5,329,0.05,1562.75,900,662.75
ORD-2023-02021,2023-07-26,2023-07-31,CUST-0212,PRD-006,R105,Online,PayPal,4,89,0.2,284.8,140,144.8
ORD-2023-03213,2023-07-26,2023-07-27,CUST-0116,PRD-012,R103,Distributor,PayPal,1,199,0.05,189.05,90,99.05
ORD-2023-01371,2023-07-27,2023-07-31,CUST-0174,PRD-012,R102,Distributor,Bank Transfer,4,199,0,796,360,436
ORD-2023-01769,2023-07-27,2023-08-01,CUST-0092,PRD-003,R106,Distributor,Bank Transfer,1,749,0.05,711.55,480,231.55
ORD-2023-02454,2023-07-27,2023-07-30,CUST-0234,PRD-022,R107,In-Store,Cash,6,450,0.1,2430,1260,1170
ORD-2023-02884,2023-07-27,2023-07-28,CUST-0247,PRD-024,R102,Online,PayPal,4,549,0.05,2086.2,960,1126.2
ORD-2023-03222,2023-07-27,2023-07-29,CUST-0098,PRD-017,R106,In-Store,PayPal,2,139,0.2,222.4,130,92.4
ORD-2023-03409,2023-07-27,2023-07-31,CUST-0111,PRD-023,R101,Distributor,PayPal,5,149,0.15,633.25,325,308.25
ORD-2023-00206,2023-07-28,2023-08-02,CUST-0017,PRD-019,R105,Online,Bank Transfer,4,175,0.15,595,300,295
ORD-2023-00996,2023-07-28,2023-07-31,CUST-0118,PRD-016,R102,In-Store,PayPal,5,24,0.1,108,45,63
ORD-2023-01179,2023-07-28,2023-07-29,CUST-0123,PRD-013,R106,In-Store,Credit Card,1,28,0.05,26.6,14,12.6
ORD-2023-02291,2023-07-28,2023-08-02,CUST-0001,PRD-024,R105,In-Store,PayPal,4,549,0.15,1866.6,960,906.6
ORD-2023-00156,2023-07-29,2023-07-30,CUST-0063,PRD-023,R103,Online,Cash,5,149,0.15,633.25,325,308.25
ORD-2023-00168,2023-07-29,2023-08-01,CUST-0201,PRD-002,R103,Distributor,Credit Card,5,1699,0.05,8070.25,5500,2570.25
ORD-2023-00554,2023-07-29,2023-08-01,CUST-0129,PRD-009,R104,Distributor,Bank Transfer,2,329,0,658,360,298
ORD-2023-03359,2023-07-29,2023-07-30,CUST-0112,PRD-002,R104,In-Store,PayPal,3,1699,0,5097,3300,1797
ORD-2023-00766,2023-07-30,2023-08-01,CUST-0153,PRD-019,R105,Online,Credit Card,6,175,0,1050,450,600
